Name,Total population,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Median age,Median household income($),Male population,Female population,Total educational attainment,High school graduate,Bachelors degree,Masters degree,zip code tabulation area
ZCTA5 94501,63340,29280,4894,286,17752,368,2962,7798,40.2,116596,30691,32649,46219,4648,3069,7670,94501
ZCTA5 94502,14225,5482,429,20,6567,55,270,1402,44.1,207823,7276,6949,10362,700,548,1673,94502
ZCTA5 94503,21791,7147,1328,169,7562,327,2679,2579,36.4,122500,10567,11224,13858,2296,1402,913,94503
ZCTA5 94505,15445,11019,823,110,1141,12,744,1596,44.0,147292,7751,7694,10773,1911,1553,704,94505
ZCTA5 94506,26947,14866,889,14,8572,0,475,2131,46.0,246132,13307,13640,18706,1328,914,4090,94506
ZCTA5 94507,14503,11291,152,1,1748,0,329,982,50.8,250001,7356,7147,10409,503,655,1640,94507
ZCTA5 94508,3406,2115,126,85,520,8,153,399,30.0,113036,1810,1596,1872,158,260,312,94508
ZCTA5 94509,70889,25759,11457,1173,6689,1151,14557,10103,36.4,78637,33926,36963,46880,11448,4390,1299,94509
ZCTA5 94510,27223,18161,960,100,3219,147,1051,3585,45.3,124099,13203,14020,20053,2877,2194,1854,94510
ZCTA5 94511,1993,1416,0,0,125,39,346,67,55.4,85870,1065,928,1496,370,167,184,94511
ZCTA5 94512,57,57,0,0,0,0,0,0,-666666666.0,-666666666,28,29,57,28,0,0,94512
ZCTA5 94513,67580,36046,6612,451,10093,222,6445,7711,41.0,133930,32672,34908,44298,7700,4586,3818,94513
ZCTA5 94514,2023,1317,3,54,59,0,232,358,39.5,72445,914,1109,1196,283,177,133,94514
ZCTA5 94515,7024,4713,50,16,151,10,989,1095,49.7,102557,3812,3212,5619,577,487,465,94515
ZCTA5 94516,212,177,0,1,0,6,0,28,61.0,-666666666,109,103,181,25,1,32,94516
ZCTA5 94517,12349,9022,343,44,1389,0,247,1304,43.8,156870,6271,6078,8347,849,688,1150,94517
ZCTA5 94518,28287,16070,580,295,3436,21,3427,4458,40.2,111186,13963,14324,20628,3313,2187,2034,94518
ZCTA5 94519,20162,10545,557,103,2857,46,2349,3705,39.9,118587,10224,9938,14710,2963,1242,1091,94519
ZCTA5 94520,36699,13895,1814,485,4690,68,9653,6094,34.7,77927,18610,18089,25495,4917,1644,1675,94520
ZCTA5 94521,41092,24684,1744,234,6133,158,2180,5959,43.1,121368,20065,21027,30474,4932,3535,3072,94521
ZCTA5 94523,34964,22213,1505,101,5936,239,1029,3941,42.1,136787,17260,17704,25160,2541,2123,3789,94523
ZCTA5 94525,3599,2447,363,26,225,0,176,362,49.4,93333,1643,1956,2925,433,283,332,94525
ZCTA5 94526,33396,25492,191,11,5007,15,435,2245,46.2,202697,16780,16616,22657,1589,1556,4183,94526
ZCTA5 94528,726,655,0,0,17,0,0,54,37.4,250001,342,384,407,0,48,109,94528
ZCTA5 94530,26483,12855,1353,313,7698,166,1006,3092,41.6,119761,12780,13703,20082,2018,1221,4087,94530
ZCTA5 94531,44115,13230,10989,259,9092,313,4852,5380,39.1,115300,20813,23302,30323,6203,3549,2267,94531
ZCTA5 94533,78129,29733,13561,437,11527,855,10835,11181,34.7,84907,38350,39779,51847,12862,4546,2534,94533
ZCTA5 94534,41395,18646,4438,79,10415,685,2092,5040,40.5,132382,20811,20584,28495,4045,3617,3016,94534
ZCTA5 94535,3873,2448,330,5,270,200,88,532,22.5,79418,2099,1774,1714,133,329,146,94535
ZCTA5 94536,71445,20081,3215,265,35979,502,5734,5669,38.5,152076,35722,35723,51497,8234,2901,9355,94536
ZCTA5 94538,66215,14132,2563,533,36057,509,7678,4743,36.3,143146,33819,32396,47927,8477,2740,9950,94538
ZCTA5 94539,53464,7577,944,172,41336,259,1225,1951,42.1,219913,26376,27088,37259,2543,1579,12405,94539
ZCTA5 94541,67401,19856,8702,473,12589,1121,15390,9270,37.9,96176,34301,33100,48183,10767,3353,3625,94541
ZCTA5 94542,16188,6081,1679,212,3839,167,1930,2280,38.5,132747,8726,7462,10895,1386,752,1559,94542
ZCTA5 94544,77712,15040,5891,1088,22176,2395,22157,8965,36.6,103039,39641,38071,54696,13833,3676,3047,94544
ZCTA5 94545,33700,5791,2459,408,14165,606,6649,3622,41.5,102220,17504,16196,25477,5485,1872,1633,94545
ZCTA5 94546,45761,20903,3103,575,12794,94,2567,5725,42.3,117808,22298,23463,33510,5814,3476,3733,94546
ZCTA5 94547,26041,5833,5084,7,10862,269,1797,2189,42.6,125880,12267,13774,18841,2384,2085,2000,94547
ZCTA5 94548,598,390,0,20,0,0,17,171,34.0,166597,301,297,334,82,0,0,94548
ZCTA5 94549,28456,21794,201,28,3227,0,397,2809,45.9,221148,14435,14021,20016,932,1319,4209,94549
ZCTA5 94550,49463,33307,836,208,7717,279,1967,5149,42.9,171388,24472,24991,35646,4286,3510,4869,94550
ZCTA5 94551,40025,22690,700,384,6372,199,3863,5817,38.3,128356,19730,20295,27950,3976,2463,3077,94551
ZCTA5 94552,14948,6103,507,2,6407,48,364,1517,48.8,204260,7103,7845,11056,1043,1178,2096,94552
ZCTA5 94553,49062,32314,1803,439,5232,0,2014,7260,42.2,118704,24506,24556,35713,5459,3869,3183,94553
ZCTA5 94555,37671,5393,534,117,28000,224,1117,2286,38.5,202832,18637,19034,25850,2414,1390,6643,94555
ZCTA5 94556,15959,10467,92,19,3536,97,284,1464,43.5,193750,7735,8224,10564,489,633,2349,94556
ZCTA5 94558,65084,45760,693,874,1519,45,7899,8294,44.3,110397,32491,32593,47409,7524,4082,4011,94558
ZCTA5 94559,28224,18411,180,210,892,26,5541,2964,38.7,94599,14236,13988,19691,2898,1619,1874,94559
ZCTA5 94560,47470,12244,1559,277,19832,645,7164,5749,36.9,159465,24610,22860,34567,6650,2486,5939,94560
ZCTA5 94561,44546,24154,3853,289,3542,353,6236,6119,35.6,119646,22664,21882,29042,7284,3303,1066,94561
ZCTA5 94562,0,0,0,0,0,0,0,0,-666666666.0,-666666666,0,0,0,0,0,0,94562
ZCTA5 94563,19416,13810,38,42,2891,0,169,2466,49.4,250001,9624,9792,13861,434,443,3117,94563
ZCTA5 94564,18946,6962,2241,70,4563,21,2519,2570,42.6,113630,8876,10070,14449,2374,1424,1276,94564
ZCTA5 94565,100826,26536,14163,1080,16112,738,26597,15600,34.7,92399,50722,50104,65994,14960,5873,2634,94565
ZCTA5 94566,45145,22795,371,81,16962,157,1502,3277,43.7,187357,22035,23110,32002,2652,2170,7599,94566
ZCTA5 94567,719,511,3,0,5,0,160,40,42.3,61042,347,372,497,64,39,11,94567
ZCTA5 94568,71068,21073,3037,472,37998,257,1693,6538,37.1,191039,35603,35465,48651,4230,2685,11859,94568
ZCTA5 94569,251,222,0,0,0,0,18,11,66.8,-666666666,175,76,251,40,113,37,94569
ZCTA5 94571,10514,7532,1152,0,511,0,753,566,64.9,80962,4840,5674,9418,1280,1175,632,94571
ZCTA5 94572,9309,2953,1327,3,2134,35,1552,1305,38.9,92250,4633,4676,6527,1330,576,533,94572
ZCTA5 94573,107,107,0,0,0,0,0,0,44.5,-666666666,62,45,74,0,30,6,94573
ZCTA5 94574,7827,6047,34,12,163,6,1097,468,48.3,130250,3948,3879,6188,666,465,794,94574
ZCTA5 94575,1048,599,83,6,175,16,47,122,20.2,-666666666,350,698,78,12,11,3,94575
ZCTA5 94576,171,150,0,0,21,0,0,0,47.0,158125,54,117,142,12,10,0,94576
ZCTA5 94577,47937,15747,6449,924,13392,623,5446,5356,40.6,106695,24423,23514,35277,6421,3084,3231,94577
ZCTA5 94578,42350,9680,7754,148,12144,394,8425,3805,38.0,87120,19317,23033,30138,6340,2380,1487,94578
ZCTA5 94579,20272,5332,583,78,10067,206,2158,1848,46.3,95398,10304,9968,15508,3931,1118,1158,94579
ZCTA5 94580,29377,8875,1040,375,10921,489,4139,3538,41.6,103364,14407,14970,21730,5127,1846,824,94580
ZCTA5 94582,47338,13114,1756,192,27826,208,819,3423,40.6,202775,22671,24667,30848,1743,1508,8657,94582
ZCTA5 94583,39758,19550,626,76,14350,146,1341,3669,40.5,178212,20888,18870,26658,2802,1959,5383,94583
ZCTA5 94585,29401,9472,6508,485,4798,378,3293,4467,35.9,95109,15004,14397,19347,5272,2150,844,94585
ZCTA5 94586,964,735,4,2,122,0,26,75,44.0,189464,493,471,723,116,80,106,94586
ZCTA5 94587,69502,12248,3326,479,38809,590,7997,6053,41.3,138013,35351,34151,51798,9499,3312,6419,94587
ZCTA5 94588,35162,14159,938,221,15776,120,1412,2536,39.3,177016,17621,17541,24729,2168,1525,5787,94588
ZCTA5 94589,29959,8070,5602,315,6946,827,5991,2208,40.9,85373,14883,15076,20831,5141,1605,923,94589
ZCTA5 94590,37991,13466,8450,365,4031,347,7421,3911,39.1,65340,18014,19977,26977,5625,2841,1593,94590
ZCTA5 94591,59026,16498,9199,629,17913,251,6557,7979,41.1,104567,29183,29843,42312,7892,4387,2514,94591
ZCTA5 94592,1020,397,82,0,308,9,14,210,36.6,149583,578,442,776,153,69,32,94592
ZCTA5 94595,17341,13057,359,88,2052,18,349,1418,68.9,91734,7229,10112,14945,1314,965,3078,94595
ZCTA5 94596,23795,16976,549,53,3179,25,710,2303,38.0,135422,11809,11986,17888,1129,948,3991,94596
ZCTA5 94597,23654,13697,1018,132,5235,67,696,2809,38.0,135960,12285,11369,18084,1294,920,3799,94597
ZCTA5 94598,26346,17253,633,51,4439,171,654,3145,46.4,185995,12808,13538,19921,1411,1110,4191,94598
ZCTA5 94599,3428,2760,106,20,127,0,207,208,65.1,75245,1580,1848,3218,612,188,180,94599
ZCTA5 94601,52102,8680,8329,1645,10052,352,19340,3704,35.2,62825,26711,25391,35646,7466,2143,1859,94601
ZCTA5 94602,31104,14128,4792,312,5270,485,2651,3466,42.7,126412,15288,15816,23262,2654,1096,4462,94602
ZCTA5 94603,37042,3391,9988,643,2294,102,17337,3287,32.9,64656,18542,18500,23398,7159,1621,1039,94603
ZCTA5 94605,44477,9076,18610,123,3658,301,7478,5231,40.3,90685,21246,23231,32814,4911,2366,4079,94605
ZCTA5 94606,38459,9453,6558,400,12957,166,5842,3083,37.8,71442,18915,19544,29815,4694,1995,3276,94606
ZCTA5 94607,27019,7833,7830,192,6605,134,1860,2565,36.0,77701,13390,13629,21026,3322,1335,2780,94607
ZCTA5 94608,34083,14349,7846,312,5899,96,1962,3619,35.4,114286,17104,16979,27405,2245,1613,5146,94608
ZCTA5 94609,25175,11089,5787,123,3148,44,1982,3002,35.4,107242,12071,13104,19460,1581,1001,3593,94609
ZCTA5 94610,32404,17870,4569,119,5323,15,1060,3448,38.8,128304,15578,16826,26130,1739,1047,6145,94610
ZCTA5 94611,39780,24801,2672,238,7055,103,740,4171,45.0,163837,19151,20629,31385,1706,1234,7822,94611
ZCTA5 94612,17742,6076,4808,119,4505,39,884,1311,37.8,76953,9113,8629,14926,1778,636,2301,94612
ZCTA5 94613,612,333,34,5,153,0,30,57,19.5,-666666666,28,584,28,11,2,0,94613
ZCTA5 94618,17285,12015,638,45,2091,16,558,1922,43.4,202297,8529,8756,13222,416,329,3650,94618
ZCTA5 94619,27018,10351,4748,585,4918,64,3313,3039,38.9,130876,13114,13904,19344,2077,1178,3719,94619
ZCTA5 94621,34911,3214,10378,517,1498,359,15408,3537,32.0,53509,17045,17866,21672,6064,1383,639,94621
ZCTA5 94702,17473,8708,3273,84,2311,65,931,2101,39.7,98873,8145,9328,12878,1338,797,2958,94702
ZCTA5 94703,20404,11236,2556,77,2959,12,1516,2048,35.4,99901,10571,9833,15127,897,590,3617,94703
ZCTA5 94704,25711,11003,1075,159,9444,85,1383,2562,21.9,51696,11890,13821,9183,450,419,2018,94704
ZCTA5 94705,14508,10660,540,48,1578,7,404,1271,43.9,157221,7113,7395,11236,523,489,2636,94705
ZCTA5 94706,20860,9891,866,115,6244,0,802,2942,37.4,125410,10018,10842,14519,1131,549,3870,94706
ZCTA5 94707,12596,9078,156,12,1879,7,132,1332,53.7,186579,6044,6552,9742,226,144,2519,94707
ZCTA5 94708,11810,9254,192,30,1084,30,215,1005,49.5,218950,5923,5887,9086,226,152,2256,94708
ZCTA5 94709,12200,6700,503,321,3724,12,246,694,30.7,84965,6426,5774,8208,423,278,1844,94709
ZCTA5 94710,8471,3968,995,101,1149,21,1172,1065,38.7,116313,4281,4190,6402,595,295,1439,94710
ZCTA5 94720,5322,2100,340,38,1847,13,356,628,19.6,74861,2411,2911,443,0,39,19,94720
ZCTA5 94801,32759,5509,4423,652,1791,268,14702,5414,34.5,72268,15820,16939,20535,4321,985,1153,94801
ZCTA5 94803,27171,10234,3822,184,6104,292,2450,4085,44.0,111610,13616,13555,20772,2994,1831,2134,94803
ZCTA5 94804,44387,10412,9704,292,4876,367,13365,5371,35.4,79659,21917,22470,30253,5501,2077,2878,94804
ZCTA5 94805,14790,5979,1546,179,2581,0,2130,2375,42.5,101932,7401,7389,10969,1530,1079,1551,94805
ZCTA5 94806,63730,13387,8546,779,12191,252,21010,7565,35.8,82274,31889,31841,42623,10365,3266,1733,94806
ZCTA5 94901,40927,25158,374,481,2239,138,9314,3223,42.3,113294,20380,20547,29151,2783,1430,3773,94901
ZCTA5 94903,31582,21772,945,110,2353,52,2554,3796,48.8,131172,14830,16752,23894,2518,1955,3288,94903
ZCTA5 94904,13132,10517,85,18,1022,14,563,913,50.5,158338,5942,7190,9757,750,572,1873,94904
ZCTA5 94920,12906,10598,66,46,1117,0,102,977,49.9,216096,6421,6485,9661,390,403,2018,94920
ZCTA5 94922,509,247,0,35,0,29,0,198,38.6,170733,256,253,278,118,0,0,94922
ZCTA5 94923,1390,1080,15,0,0,0,288,7,54.1,92283,851,539,1199,263,28,90,94923
ZCTA5 94924,1342,1141,0,0,29,0,40,132,64.8,99706,711,631,1214,192,81,142,94924
ZCTA5 94925,10155,7922,146,0,550,0,474,1063,44.4,210560,5167,4988,6956,532,288,1161,94925
ZCTA5 94928,46231,28799,1880,563,2978,265,4096,7650,34.0,93282,22439,23792,29728,6100,3098,2326,94928
ZCTA5 94929,442,410,0,0,0,0,0,32,38.1,202692,212,230,338,0,49,100,94929
ZCTA5 94930,8748,7538,110,5,209,114,243,529,47.3,129839,4211,4537,6489,461,395,1124,94930
ZCTA5 94931,8945,6915,68,213,160,17,488,1084,40.1,98475,4241,4704,6601,1044,720,442,94931
ZCTA5 94933,1284,792,78,0,81,0,151,182,49.5,116953,618,666,981,87,124,121,94933
ZCTA5 94937,938,853,0,0,0,0,35,50,64.9,61071,400,538,852,33,80,93,94937
ZCTA5 94938,428,428,0,0,0,0,0,0,56.5,111800,193,235,382,32,8,45,94938
ZCTA5 94939,7488,6045,33,0,291,0,134,985,46.3,156250,3657,3831,5414,196,245,1387,94939
ZCTA5 94940,260,260,0,0,0,0,0,0,57.2,-666666666,110,150,171,0,0,0,94940
ZCTA5 94941,32190,26715,406,0,2083,22,571,2393,46.0,206580,14976,17214,22695,1236,842,5507,94941
ZCTA5 94945,17309,12780,515,53,1493,7,1347,1114,51.8,115000,8845,8464,13220,1736,995,1187,94945
ZCTA5 94946,673,607,15,2,19,0,15,15,55.5,125179,326,347,569,59,21,75,94946
ZCTA5 94947,25183,17592,741,33,1324,32,2183,3278,46.9,121338,12488,12695,18390,2635,1846,2044,94947
ZCTA5 94949,18545,11835,976,163,1539,0,1795,2237,47.7,112068,9492,9053,13513,1288,972,2076,94949
ZCTA5 94950,23,16,0,0,0,0,0,7,60.4,-666666666,8,15,23,7,0,8,94950
ZCTA5 94951,3574,2868,0,0,112,53,99,442,54.8,110296,1608,1966,2634,241,327,168,94951
ZCTA5 94952,33519,26349,278,104,1026,61,2565,3136,42.9,110739,16514,17005,24981,3274,2347,2984,94952
ZCTA5 94954,38201,28104,590,369,2029,31,2693,4385,43.6,108630,19009,19192,27860,4748,2718,2580,94954
ZCTA5 94956,1189,1082,1,0,0,0,58,48,61.6,76750,512,677,1083,44,88,174,94956
ZCTA5 94957,2081,1805,21,0,103,0,18,134,44.5,250001,1012,1069,1364,41,39,382,94957
ZCTA5 94960,16028,13531,216,132,735,6,414,994,46.1,172675,8021,8007,10982,592,686,1843,94960
ZCTA5 94963,462,462,0,0,0,0,0,0,46.4,215375,268,194,276,0,20,158,94963
ZCTA5 94964,2054,677,626,72,112,9,396,162,47.3,-666666666,1973,81,1838,290,290,5,94964
ZCTA5 94965,12044,8862,870,15,1104,19,293,881,50.2,136098,5542,6502,9857,713,423,2235,94965
ZCTA5 94970,400,381,0,0,0,0,0,19,63.5,74643,250,150,393,48,49,70,94970
ZCTA5 94971,364,364,0,0,0,0,0,0,59.4,103958,186,178,269,39,0,57,94971
ZCTA5 94972,153,153,0,0,0,0,0,0,36.2,-666666666,107,46,83,4,5,74,94972
ZCTA5 94973,1438,1268,0,0,0,17,0,153,61.6,151806,813,625,1240,61,100,369,94973
ZCTA5 95002,1920,322,27,26,344,0,1026,175,36.7,107438,1023,897,1331,285,36,113,95002
ZCTA5 95003,24977,20084,88,69,784,137,1512,2303,48.2,136506,11823,13154,18190,1609,1761,2969,95003
ZCTA5 95004,3902,2650,38,185,183,0,363,483,46.3,173333,1980,1922,3024,364,407,312,95004
ZCTA5 95005,7552,6803,31,0,101,0,269,348,43.2,105577,3863,3689,5169,637,548,513,95005
ZCTA5 95006,8802,7450,63,34,62,52,304,837,45.9,137552,4583,4219,6826,1024,654,660,95006
ZCTA5 95007,359,308,9,0,0,0,0,42,49.6,190682,225,134,317,0,45,23,95007
ZCTA5 95008,48746,25908,1065,147,12923,9,3248,5446,39.5,139688,23963,24783,35192,3958,2652,6428,95008
ZCTA5 95010,9243,6858,0,21,544,20,908,892,49.7,91771,4594,4649,7300,881,954,932,95010
ZCTA5 95012,10528,2281,61,0,279,181,6594,1132,27.7,73058,5461,5067,5764,1174,271,86,95012
ZCTA5 95013,53,53,0,0,0,0,0,0,58.4,-666666666,19,34,53,0,0,18,95013
ZCTA5 95014,61414,14153,700,177,42916,241,359,2868,40.1,222878,32466,28948,41732,1558,1875,14723,95014
ZCTA5 95017,907,510,0,79,21,0,127,170,38.2,78542,459,448,673,110,35,54,95017
ZCTA5 95018,6055,5127,9,0,138,0,243,538,48.6,109778,3115,2940,4744,488,297,651,95018
ZCTA5 95019,5891,1671,361,0,216,0,2426,1217,34.1,65294,2735,3156,3433,513,248,118,95019
ZCTA5 95020,68365,31396,1841,629,6985,119,8213,19182,36.2,128977,34000,34365,43298,7992,4069,3337,95020
ZCTA5 95023,57367,29623,557,1019,1974,91,7646,16457,35.1,103238,28961,28406,36753,8715,4108,1487,95023
ZCTA5 95030,13373,10360,47,0,2398,0,124,444,52.1,242500,6607,6766,10174,323,515,2798,95030
ZCTA5 95032,27678,19236,373,20,4942,0,758,2349,44.6,185822,13903,13775,19562,1100,966,5052,95032
ZCTA5 95033,9853,8205,14,0,632,0,181,821,46.9,176938,5086,4767,7508,643,409,1642,95033
ZCTA5 95035,79393,10633,1739,360,55426,104,5702,5429,36.1,166931,42136,37257,57442,7216,4627,11524,95035
ZCTA5 95037,51867,29752,1099,229,7965,108,2860,9854,38.8,153091,25127,26740,34775,4865,3249,3933,95037
ZCTA5 95039,1427,308,44,67,29,0,724,255,41.5,48700,758,669,910,161,13,63,95039
ZCTA5 95041,803,728,0,0,22,0,0,53,37.6,104853,353,450,627,28,67,65,95041
ZCTA5 95043,669,541,7,0,0,0,30,91,47.4,112000,351,318,513,144,15,48,95043
ZCTA5 95045,4063,2766,53,17,97,0,378,752,44.8,104456,2200,1863,3135,458,269,277,95045
ZCTA5 95046,5801,3514,41,211,304,40,508,1183,51.4,148000,2894,2907,4623,1155,203,249,95046
ZCTA5 95050,39905,17997,1147,162,13131,485,3696,3287,35.2,119356,21575,18330,27588,4059,1510,5289,95050
ZCTA5 95051,60499,18753,757,198,32442,521,2912,4916,35.3,177365,31808,28691,45549,3679,2769,13195,95051
ZCTA5 95053,3317,2039,142,31,722,13,168,202,19.6,-666666666,1761,1556,80,0,0,27,95053
ZCTA5 95054,24444,5712,860,32,14231,30,2159,1420,33.9,194316,12399,12045,17985,1494,1517,5361,95054
ZCTA5 95060,46527,33575,768,388,3281,94,3345,5076,35.4,101962,23843,22684,30136,2951,1930,4703,95060
ZCTA5 95062,36369,27431,550,342,1272,192,2760,3822,41.5,101291,17505,18864,27349,3114,2383,4079,95062
ZCTA5 95064,9832,4019,439,65,2600,18,1045,1646,19.7,114271,4527,5305,1161,59,147,266,95064
ZCTA5 95065,8125,6092,68,7,233,0,1130,595,42.0,136469,3902,4223,5723,650,655,598,95065
ZCTA5 95066,15233,12005,103,0,1108,0,640,1377,47.9,141373,7975,7258,11269,992,1275,1741,95066
ZCTA5 95070,31688,12464,31,81,17350,0,141,1621,50.8,237455,15772,15916,23804,1266,1194,7529,95070
ZCTA5 95073,11408,9648,10,49,310,0,341,1050,44.1,112068,5782,5626,8080,1434,917,915,95073
ZCTA5 95075,566,413,0,4,7,34,37,71,48.7,131250,275,291,403,134,25,13,95075
ZCTA5 95076,83716,36195,475,1815,2289,82,29486,13374,36.2,86062,42739,40977,53070,10938,3753,2458,95076
ZCTA5 95110,20314,6373,829,484,3100,10,6702,2816,33.5,129265,11654,8660,14355,2434,982,1634,95110
ZCTA5 95111,59761,13959,1513,1073,21201,538,9439,12038,36.6,90808,31442,28319,39121,9310,2691,1712,95111
ZCTA5 95112,58775,17713,2810,589,15400,287,13305,8671,31.7,85080,30554,28221,37485,5971,2373,4231,95112
ZCTA5 95113,2161,934,123,0,671,2,161,270,32.6,133021,1301,860,1882,142,88,377,95113
ZCTA5 95116,50436,10018,1094,816,14280,401,15923,7904,35.1,81216,25777,24659,33015,7574,2132,1557,95116
ZCTA5 95117,28663,12090,1955,57,7476,45,4717,2323,35.9,112003,14377,14286,19998,3367,1700,2555,95117
ZCTA5 95118,32827,17369,619,134,7497,155,2336,4717,39.3,142563,16296,16531,22447,3093,1676,3707,95118
ZCTA5 95119,10461,4449,255,45,3286,0,524,1902,40.0,151500,5717,4744,7283,584,672,1214,95119
ZCTA5 95120,38003,19224,430,140,14498,154,423,3134,46.9,245273,19054,18949,26218,1627,1610,6940,95120
ZCTA5 95121,36657,5132,1135,499,22693,186,3865,3147,42.6,128435,19061,17596,26717,4277,2537,1940,95121
ZCTA5 95122,52555,7627,1119,591,18495,247,16622,7854,35.4,94924,26568,25987,33967,7859,1983,859,95122
ZCTA5 95123,70952,32178,2190,534,19272,72,5418,11288,37.7,138557,35168,35784,49226,7002,4891,5634,95123
ZCTA5 95124,51803,28686,842,207,13770,125,1499,6674,39.4,178058,26080,25723,34903,4026,2555,7129,95124
ZCTA5 95125,53333,31421,1371,297,8132,293,4111,7708,41.5,140092,25283,28050,38658,4377,2474,6386,95125
ZCTA5 95126,36996,15824,2145,477,7328,39,5300,5883,34.8,121520,19337,17659,27483,3071,1904,4764,95126
ZCTA5 95127,62269,14982,848,667,16610,843,20343,7976,38.5,118770,31976,30293,42899,9788,2828,2717,95127
ZCTA5 95128,33653,16815,1214,299,6875,212,4260,3978,38.6,117284,17456,16197,25612,4221,2027,3505,95128
ZCTA5 95129,39797,8882,1057,120,26043,1,1845,1849,41.9,178818,19750,20047,27900,2306,1659,8920,95129
ZCTA5 95130,13376,5496,372,3,5179,0,734,1592,38.6,169199,6634,6742,9442,837,544,1807,95130
ZCTA5 95131,31335,3623,422,211,22142,118,2083,2736,36.7,164227,16909,14426,22375,2324,1618,4440,95131
ZCTA5 95132,40981,7018,638,329,26629,0,3155,3212,42.5,164447,21605,19376,29934,3509,2964,3822,95132
ZCTA5 95133,28749,3641,694,305,17633,252,3681,2543,37.4,126080,14118,14631,20843,2968,1625,3144,95133
ZCTA5 95134,30916,6869,466,72,19324,345,2348,1492,30.9,182920,16613,14303,24322,1678,657,9957,95134
ZCTA5 95135,21402,6332,425,52,12142,89,528,1834,50.3,199042,10632,10770,15787,1176,1411,3921,95135
ZCTA5 95136,47294,18922,2690,205,16089,79,3902,5407,37.3,137006,23529,23765,33502,4237,2955,5073,95136
ZCTA5 95138,19420,4479,877,302,9895,0,1103,2764,38.4,189359,9977,9443,12589,1558,851,2320,95138
ZCTA5 95139,7232,3041,189,7,1881,0,685,1429,39.2,187656,3750,3482,4829,568,373,587,95139
ZCTA5 95140,91,82,0,0,9,0,0,0,60.9,152750,34,57,91,6,10,24,95140
ZCTA5 95148,45688,8641,1244,264,28020,319,3209,3991,41.0,158565,22915,22773,31748,4251,3228,3148,95148
ZCTA5 95202,6000,1959,1877,7,452,39,587,1079,37.4,19942,2929,3071,4257,993,222,417,95202
ZCTA5 95203,16237,7363,1627,665,1833,120,2903,1726,33.4,52542,7984,8253,10490,2661,715,453,95203
ZCTA5 95204,30406,15514,2058,289,2741,12,4996,4796,35.6,70063,14527,15879,20464,6115,1832,1010,95204
ZCTA5 95205,40128,14613,2376,563,3643,119,11754,7060,30.6,55536,20263,19865,23077,6805,1011,225,95205
ZCTA5 95206,68031,19063,8241,987,10993,186,16775,11786,30.7,69559,33762,34269,39256,11602,3031,885,95206
ZCTA5 95207,52877,18339,7247,404,7435,430,6024,12998,33.2,66459,24856,28021,33463,8242,3716,1547,95207
ZCTA5 95209,46756,14206,5019,562,11266,354,3975,11374,35.5,94324,22459,24297,30293,6774,3544,1356,95209
ZCTA5 95210,42654,9715,5252,246,12732,624,5167,8918,31.5,58815,20628,22026,25566,7112,2496,439,95210
ZCTA5 95211,1676,1255,48,2,285,0,36,50,19.8,-666666666,708,968,53,0,0,0,95211
ZCTA5 95212,27848,7204,2269,398,11201,233,3341,3202,38.2,108958,14138,13710,18111,4488,1795,1010,95212
ZCTA5 95215,25647,12389,1252,526,703,24,5704,5049,37.5,58361,14517,11130,16832,4200,1184,284,95215
ZCTA5 95219,30165,12800,2913,127,7140,21,2362,4802,35.8,93638,15101,15064,19850,3897,2062,1240,95219
ZCTA5 95220,8244,5484,16,14,161,23,1156,1390,39.9,108101,4321,3923,5413,1260,666,272,95220
ZCTA5 95221,398,128,0,12,0,0,215,43,29.8,-666666666,136,262,253,0,109,0,95221
ZCTA5 95222,5236,4612,38,154,4,8,43,377,54.8,60156,2507,2729,4022,946,437,207,95222
ZCTA5 95223,2470,2291,0,67,30,7,14,61,61.8,97574,1259,1211,2197,313,218,304,95223
ZCTA5 95224,311,268,0,43,0,0,0,0,54.8,54605,118,193,235,15,0,59,95224
ZCTA5 95225,1019,1002,0,0,0,0,0,17,60.1,95713,469,550,815,336,47,0,95225
ZCTA5 95226,0,0,0,0,0,0,0,0,-666666666.0,-666666666,0,0,0,0,0,0,95226
ZCTA5 95227,1180,1017,0,0,0,0,21,142,46.8,141607,606,574,925,213,72,101,95227
ZCTA5 95228,4648,3613,119,0,39,0,169,708,51.2,97301,2210,2438,3610,878,495,140,95228
ZCTA5 95230,513,316,0,0,0,0,176,21,38.1,130048,303,210,371,157,37,3,95230
ZCTA5 95231,4865,2438,371,48,182,0,650,1176,35.8,70242,3186,1679,3607,914,62,22,95231
ZCTA5 95232,202,202,0,0,0,0,0,0,35.6,-666666666,116,86,202,70,0,0,95232
ZCTA5 95233,233,233,0,0,0,0,0,0,60.3,-666666666,119,114,208,23,13,0,95233
ZCTA5 95236,4518,2970,0,6,28,0,422,1092,39.1,81125,2191,2327,2982,705,321,143,95236
